V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
-1.788861,-0.941980,-0.258197,0.021595,-0.211603,3.058587,1.566432,-1.866425,-0.678046,1.237007,-0.625049,-1.976351,-0.420076,2.171624,0.457618,1.549541,1.666232,1.388846,-0.092207,-1.643274,1.988161,-2.937932,0.693499,-0.385898,1.227595,1.929073,1.760873,6.230932,-1.248169,-0.243602,0.664313,-0.369272,-4.151213,5.687564,0.810782,2.410766,-2.709176,0.251417,0.280815,-8.724339,-0.026490,-4.876343,-0.263255,0.828965,-0.355291,2.040370,-1.258958,-0.437778,0.445859,1.435236
1.562833,1.074777,-1.933742,-0.413823,-1.640923,1.413356,0.154624,1.089287,-0.025781,-0.030431,0.538850,-0.920151,-0.144271,-0.900962,-0.606201,1.054107,0.727782,-1.105743,-1.042501,-0.923762,2.334023,-4.328566,0.002491,1.115881,-0.411730,-0.181373,2.717301,3.239892,0.153717,0.140005,-1.376625,0.696306,1.216259,-0.418919,-0.979106,3.215738,-1.288315,-0.251952,2.207844,-10.386845,-0.149943,1.499693,0.388867,1.242976,2.378150,-0.644110,-2.433700,0.404963,-0.230229,-0.251441
-2.735144,-1.488153,4.137315,0.499997,0.665513,0.011684,-4.342656,4.823318,-1.810615,1.872492,-0.932165,-0.510013,2.352401,-0.367749,0.347709,0.042339,0.071401,0.773193,-3.457407,-0.456364,0.770319,0.547914,-0.700171,-0.698052,-0.535755,-0.438417,-1.690873,-0.168665,0.856105,-2.333212,-0.590095,0.304515,-5.258078,2.890267,0.363724,-0.485591,0.620829,1.636685,-2.015530,1.114999,-0.751280,-2.691184,-0.340980,0.944492,-4.975362,2.914414,-1.386019,-2.095362,0.452943,-1.057637
3.600013,2.648541,2.164366,-1.176574,3.956060,-2.193947,1.140289,-1.827503,0.670930,0.291872,0.810447,-0.023855,-0.947288,-0.657790,-1.395578,1.816380,-1.073487,-0.494699,-0.400966,4.013533,0.376901,1.500452,-0.118654,1.185747,-0.881985,-3.835194,5.215775,-4.810023,1.462079,-0.344705,1.341753,0.953322,8.511254,-7.838459,0.383131,-2.575108,-0.116745,1.036032,0.369362,4.637677,1.044787,0.820322,0.779573,-1.410631,4.117087,-5.680998,4.989967,0.089249,0.425338,-0.528842
1.462256,1.469031,-0.283500,0.867339,-1.160483,2.475001,-2.871955,1.621036,-0.775009,-1.372475,0.249066,0.629200,1.248884,0.608214,1.257878,-0.637933,1.192271,0.030069,-0.995051,-1.758085,-1.282795,1.606997,1.657038,1.276956,2.097845,4.213398,0.385166,4.781417,0.183860,0.718107,-0.189593,-0.670862,-0.609859,5.699154,-0.861306,0.151228,0.237311,0.804806,0.398443,-1.442584,0.652983,-0.235293,-1.187433,-0.248816,1.076379,2.290390,2.940041,-0.215775,-1.295064,2.939655
1.434704,0.183887,-0.197539,-0.383669,-2.119508,-1.091898,-0.428579,0.482546,0.142304,-0.013691,-0.229780,1.530065,0.228966,0.849546,-0.133697,-0.661730,-0.052856,0.355758,-0.448565,1.117401,-2.255785,-0.222324,-2.059288,-0.675972,1.596866,0.082610,-2.675261,-0.925085,3.027476,-0.060919,-1.261882,-0.561944,-4.493869,6.742536,-0.234269,0.146510,1.683902,-0.384339,-0.644564,0.631035,-1.476406,-0.396151,-0.970772,0.789802,0.306882,2.917279,0.128684,1.316545,0.335225,0.566941
0.701607,-0.725563,1.256344,0.239061,-6.054252,2.109680,3.583257,-0.880608,1.299286,0.406486,-0.358347,1.694705,-1.116396,-1.410497,-0.944571,-1.059349,0.218695,1.612386,1.739937,-0.177072,-0.597188,-3.939233,-1.362843,0.628203,0.953536,-1.261458,-2.561367,1.704384,-1.364675,0.607943,-3.862939,-1.382689,-19.844585,15.498814,-0.055373,4.634695,1.537006,1.262773,0.906151,-8.286693,-2.564760,-3.521393,1.905736,-1.270091,0.401361,10.212915,-2.131783,1.215281,-0.324549,0.491939
-0.183817,-0.984189,2.526557,-1.793735,1.566542,-1.478292,-1.439206,-0.590561,-1.426581,-0.134440,-0.177802,-1.151565,0.765858,2.049060,-0.561382,1.201635,-0.663394,1.418535,-1.868696,2.653931,1.540264,-1.118318,0.117283,1.474149,-0.112986,-0.263106,2.332967,-0.227646,3.543657,-0.475129,1.397205,-0.633443,-1.560324,1.050308,0.677388,0.280555,-1.374765,1.688043,0.176121,-2.814309,1.094823,-0.927981,0.014811,0.742897,1.855828,1.314396,0.127375,0.995129,-0.002573,-0.085722
-1.421593,-2.046480,-3.563210,-0.151547,-0.640134,-0.607128,-0.682892,0.527736,1.113450,-0.393637,-0.353460,1.341771,0.472461,-0.025081,1.003594,0.134076,-0.915198,1.057231,0.078652,-0.644271,0.255481,0.129027,0.166829,-0.744255,0.074089,-0.299632,0.061488,-0.006667,-4.039543,1.546387,-1.493674,0.222986,6.126420,-1.923512,-0.559268,-1.004853,2.456407,-1.604159,1.016854,-0.967575,-0.594191,-2.304723,0.427052,0.327201,-5.851115,-2.131190,-1.269571,-0.619420,-1.719995,-0.235763
-3.353257,-2.345174,1.442052,-0.696845,3.891120,1.568746,-0.483075,-1.500838,0.791536,1.132194,-2.658320,-1.359423,0.311463,1.728617,0.357260,0.312174,-0.382739,0.474277,1.660864,2.015238,1.847869,-4.126143,0.913841,1.739332,1.054069,0.797418,1.729795,4.160862,-5.784526,1.057314,1.564944,-0.870902,6.484521,-5.018683,0.299966,3.671961,-3.616631,0.735995,-1.012829,-9.466467,1.018449,-0.387764,0.267559,-0.132949,0.103741,-3.619626,2.427705,-0.403786,-0.685970,-0.185301
-0.661375,0.783524,0.149133,-0.649513,-2.366529,0.354437,0.646912,-0.263795,-1.621515,0.977786,0.048781,2.265223,0.073211,-1.400373,-0.659360,-3.116687,-0.077278,-0.189678,-1.825763,1.306275,-3.562667,2.479197,1.751251,-0.010170,-0.346204,1.222343,-1.400772,-1.530632,1.677300,-1.919287,-1.088201,0.348928,-7.680136,7.227740,1.051421,-0.988674,3.148231,0.549007,-0.039594,5.055834,-0.740511,0.385689,-0.641129,0.611885,-2.319699,4.689963,-2.555575,0.284280,-0.255683,-0.221390
1.347832,0.386976,1.759488,0.376207,-1.798217,-0.184889,-2.213983,-1.886133,-0.475333,0.755118,-0.993778,0.658874,0.049426,2.377484,0.658384,-0.886646,0.251365,-0.279066,0.272143,0.410831,-1.074158,2.311291,-1.517670,-0.140948,-0.786092,0.257060,0.225083,1.859650,-1.968425,0.631534,-0.292984,-0.244127,-4.466486,2.357890,0.610570,-1.340856,1.849644,0.481719,0.469339,2.504341,0.174520,0.426678,-0.882229,-1.092036,0.924707,3.013913,2.141036,-1.464683,0.192507,-0.795778
-1.263068,0.413988,0.270406,-0.639409,-0.448957,-0.539394,2.563513,-1.819699,-0.434183,-0.622490,-0.319793,0.801152,-1.558632,-1.506931,0.161104,1.544645,-0.242857,-2.808432,-1.641735,1.865987,0.974885,4.881098,0.250907,0.597746,1.178617,1.732652,0.635849,-3.125877,0.667591,-1.770979,-1.068748,-0.016952,-3.875529,2.443984,1.381476,-2.942314,1.721436,0.284162,0.485734,11.690786,0.268523,4.933982,0.456855,-0.762800,-3.253468,1.117587,0.798414,0.261112,0.775594,2.451070
-1.642792,-1.582828,-1.377320,0.861995,0.745218,-1.814465,3.516293,-1.794076,-1.837806,1.142548,-0.912550,-1.175703,-1.419353,-0.662663,-0.823897,-0.020617,-0.868792,-1.436442,-2.842998,-0.509700,-0.869808,-8.550634,-0.648934,0.920209,0.407860,1.109709,1.137356,-6.055496,2.297400,-1.151749,0.734837,-0.432392,5.344525,-2.002748,-0.357931,4.383930,-3.046685,-0.211890,-0.089485,-9.890709,0.606655,3.183455,-0.708046,1.551187,1.261223,-2.185046,-0.510739,0.506257,0.023009,0.220680
0.584666,-0.774237,2.263166,0.789893,-1.326986,-0.608112,0.773882,-2.578405,-0.042167,0.370556,0.157050,0.912247,-0.892177,2.270229,-1.654745,1.321148,-0.246393,0.743690,-1.085426,-1.389188,-0.995799,5.603455,-0.613381,-0.105841,-0.199431,-0.795638,-2.406602,2.240391,-1.580138,-1.731197,-1.016929,1.056224,-3.932605,-0.261956,1.954043,-3.297705,2.837802,0.255006,-0.605702,8.753034,0.416562,-2.479747,1.181524,-0.325364,-0.483852,0.960798,0.998303,-0.314111,0.298745,0.204098
-1.418374,-0.647438,-0.013037,0.824470,-2.410458,-1.906721,-1.519921,1.631744,0.392026,-0.606753,-1.161187,2.413208,0.732855,-0.832049,0.372320,-0.026748,-0.617631,-0.935479,-0.736409,-1.104010,-2.055149,5.920856,1.109767,-0.276300,0.402550,-1.261421,-2.685060,-3.970333,-1.497552,0.520950,-1.147168,0.010994,-1.424621,3.171405,-1.168031,-4.616856,3.568437,0.021604,-0.224224,11.645626,-0.695626,2.042444,2.254590,-0.118304,-4.630308,0.956647,-0.804140,-0.697034,-1.170055,1.419458
0.355971,0.351857,0.646131,-0.313310,-2.235774,0.624607,-2.525482,1.499086,-0.846868,0.335611,0.933223,0.660548,1.202713,0.879581,0.322531,-0.723342,0.777610,0.245734,-0.946256,0.695112,0.774153,3.172324,-0.223703,-0.598277,0.311554,1.105459,-1.362836,3.072301,2.173414,-3.194910,-1.776890,0.060904,-10.291971,5.531582,-0.168334,-1.108029,2.210271,0.357388,0.663438,4.321297,-1.530362,-1.867623,1.116194,0.591597,-0.840117,4.639234,-3.660258,-0.908503,-0.170749,0.459548
1.416595,1.567901,-1.395109,0.615965,4.871003,5.831438,0.029851,-1.264217,-2.022543,1.087411,0.419223,-2.466191,-0.954163,1.270346,-0.407142,1.404261,2.388051,0.463761,-3.657973,-0.808091,-0.234456,6.862410,0.724204,0.601721,-0.716322,-0.399676,5.230432,11.626557,1.740515,-1.393823,2.093103,-1.033733,11.500511,-9.482947,0.239334,0.068959,-3.034999,-0.570885,0.369198,3.151397,0.447394,-1.090076,-0.024047,0.879505,5.060186,-6.997151,-0.334214,0.187460,0.023621,-0.252936
-1.929206,-2.622767,-2.574111,-0.181707,3.171222,0.624367,-1.732078,1.732664,0.675444,0.421619,-0.676433,-0.035907,0.595236,-0.297863,-0.724881,1.008087,0.722536,0.401200,0.662440,1.286539,-0.184800,9.496342,-1.000230,0.756661,0.700371,3.741607,1.354426,1.677411,-3.403390,-0.875069,2.071106,1.000127,10.519545,-7.392628,0.935414,-5.401176,0.865780,-0.625648,-0.048016,14.720623,2.210446,-0.098921,-1.161453,0.540368,-3.222115,-5.177826,2.289757,-0.478973,0.498903,0.956442
-0.337895,-0.007830,0.287020,0.477987,-3.231378,2.507643,1.083812,-1.050376,-0.680979,-0.465003,-1.479921,0.629802,-0.375599,0.625883,2.115485,-0.718066,1.888764,0.566342,-0.783321,0.398794,1.541732,3.104444,0.752966,-0.063518,-0.525334,-0.091013,-2.727196,7.015965,-3.686557,1.238588,-1.254960,0.418080,-6.510642,3.855542,0.893877,-0.690674,1.654452,-0.512630,-0.242721,-0.003667,-0.934439,-0.227896,1.124704,0.228494,-1.976906,3.722647,-1.464482,0.479977,-1.503856,0.476363
1.158197,1.492501,2.167694,-0.167040,2.861447,3.579631,1.024869,-3.113514,-0.083618,0.772673,1.700711,-0.219942,-1.563278,4.826520,0.345429,1.912732,0.918455,0.108972,0.043817,0.823761,0.785389,12.582394,-0.111508,-0.307157,-1.671602,1.219251,0.870119,13.322615,0.917812,-0.979975,1.209737,0.082347,3.050400,-5.153683,-0.442991,-4.720580,1.472842,1.306205,0.161057,12.443948,2.337052,0.482168,-0.265734,-0.334811,-0.591998,-1.415233,2.971268,-1.539980,-1.205088,-0.272953
0.095081,-0.315656,-2.310005,0.380755,-1.689187,-0.119984,2.254455,-1.652956,-0.501942,-0.956177,1.173121,-1.855601,-1.039727,0.090305,1.223726,-0.594793,0.682055,-0.092485,-0.894962,-1.050987,2.022802,-15.992620,0.183664,0.277449,-1.638902,-2.346378,-3.286383,1.224555,2.793246,-0.563529,0.113523,0.138032,1.825445,-2.270090,-0.207150,9.047435,-4.654309,-1.694672,-0.348782,-28.232430,0.151008,-1.019776,1.269315,-0.334014,4.185915,-0.177087,1.002536,-1.147309,-1.168779,-1.553803
-1.691963,-0.964058,0.015136,0.750980,0.882160,2.419460,0.344896,-0.510321,-1.491068,-0.048432,-0.701428,-1.794585,-0.506807,0.026565,0.520971,0.718042,1.042641,0.297052,-1.355116,-1.743760,1.571151,-2.012206,0.798572,-0.799636,0.673031,1.574708,2.053873,4.557380,-0.577393,-1.937668,0.927878,0.661836,0.094400,0.159592,-1.043422,3.668657,-2.767390,-0.056845,-0.190700,-6.503385,1.421199,-1.331481,-1.283115,-0.859318,-0.342634,-0.763512,3.645376,-0.450882,2.703723,-0.497484
-0.502964,0.590487,1.615393,-0.564413,0.020869,3.099415,1.221401,0.254088,-0.682295,0.169440,0.587534,0.459218,0.070227,0.225039,0.850787,-0.873064,1.588799,0.258484,-1.461567,0.549816,0.039364,-1.948769,1.006672,-0.701308,2.905465,0.489745,0.299572,6.075047,1.340131,-0.981739,-0.254527,-1.160409,0.177764,2.824407,1.134875,1.875185,0.908205,0.121834,-0.359765,-8.088824,-0.558939,-0.857368,0.085463,0.588072,-0.634674,-0.533000,-1.920065,-1.392810,0.406512,1.599518
1.743817,1.277230,0.056986,0.777670,-0.296357,0.535447,-1.175030,0.746262,0.286725,1.267625,0.691675,0.560833,0.807902,0.792039,0.667788,-1.398893,0.685405,0.501127,0.209869,-1.572416,0.741230,4.063123,-1.105575,-0.984351,-0.325055,-0.819357,-1.794456,3.379411,0.030623,-0.725492,-0.315067,-0.779637,-3.118134,-0.004091,1.082822,-2.532790,2.907437,0.378569,-1.132718,4.382532,-0.786787,0.179079,0.845424,1.424323,-0.672652,0.488603,-2.598135,-0.187068,0.957982,-0.086515
4.224175,3.899051,0.765650,-1.436603,-5.175593,-1.419471,-1.684795,-1.441730,0.254680,-0.145234,2.125338,2.978163,-0.175825,3.069409,-1.228252,-2.996585,-1.190336,1.959646,0.635996,3.185242,-4.679693,2.839055,-0.480858,-0.187297,0.792583,-0.528538,-3.109339,0.375652,5.882372,-0.196668,-3.132004,-0.947082,-15.710152,10.453125,0.918510,-1.274122,5.256093,0.121757,0.203764,3.865484,-1.557354,-1.838519,-0.177913,-0.832665,0.973328,7.470197,-1.438272,1.066978,1.094762,-0.038185
2.086805,1.052738,-1.318189,0.547961,0.923986,2.009515,-0.494212,0.253662,-1.182022,0.317860,0.326993,-0.114804,-0.024710,-0.795718,-1.144153,-0.799911,0.717941,-0.920139,-4.153561,-0.976671,0.609991,-0.330513,-1.381643,-0.860092,0.370976,-1.819746,2.902671,1.687933,0.909461,-3.054806,-0.063107,-0.132959,4.618983,-4.388010,-1.703692,1.242681,0.318515,-0.573261,0.868156,-0.858931,-0.399458,2.083605,0.725028,-0.409792,0.954821,-3.005346,-0.635128,-0.242545,0.504895,0.097488
-1.761901,-0.769554,0.104486,-1.023334,-1.098398,-1.436014,1.333527,-0.999222,0.550336,-0.434584,-1.080535,0.391581,-0.412111,-1.848111,-0.443378,0.201005,-1.231649,-0.260458,0.810918,1.129996,-0.859178,-2.690331,-0.105064,1.220337,0.125334,-0.582870,-4.425771,-4.233215,-2.059373,1.318438,-0.349525,0.513963,-7.752180,5.972920,-0.089184,0.616279,0.299544,0.100704,-0.998279,-2.356075,-0.404328,-0.395283,-0.682042,1.439480,-2.412543,3.666878,-2.359960,0.879499,1.219929,-0.737421
3.355708,0.529102,-1.506121,0.306656,-0.089169,0.173992,0.874623,-0.601147,-1.802400,0.665261,-1.434623,-0.340005,-0.407960,-0.722290,-0.171919,-1.358704,0.519888,0.217150,-1.853104,-0.516603,-0.578428,-7.996099,-0.041601,-1.920128,0.318614,0.982976,1.674546,-0.555391,-0.813930,-0.966149,-0.173797,-0.152640,1.001007,2.015568,0.350714,3.759010,-0.877485,-0.242572,0.518927,-13.217398,-0.438827,0.294116,-0.711270,0.595082,6.053699,0.357081,-1.903694,-0.155274,0.179123,0.319386
0.826759,0.226407,-1.056707,-0.496297,-2.558081,-0.784334,-2.146441,0.480968,0.058217,1.146781,-0.991012,1.000170,0.013853,1.782350,0.421006,0.176841,-0.342435,0.740546,0.160609,1.285067,-1.412762,2.349473,-0.765536,0.902559,-1.086827,-0.895045,-2.998072,0.958373,-2.542360,2.700762,-0.770626,0.205172,-4.802334,2.010420,1.141586,-1.307988,1.821881,-0.792875,0.076796,4.116892,0.257471,-0.754256,0.177759,0.607287,-0.404944,2.226270,-0.423474,0.144603,-0.391182,-1.255165
-0.760829,-0.232691,-0.700678,0.469790,-3.879116,0.839825,3.704445,-4.499950,-1.358746,-1.553111,0.606884,-0.196876,-2.080638,0.779136,-0.162963,-1.093795,0.589383,-0.729933,-0.491482,-1.831398,-1.436804,-7.254159,0.336708,0.500593,0.933503,2.948087,-2.598351,2.367713,-0.224225,-3.054370,-2.356017,1.219296,-9.962596,7.955618,-0.402636,4.286888,0.179988,-0.785319,0.007770,-15.254457,-0.590528,1.268794,-0.827900,0.782377,-1.141612,5.218749,-2.514246,0.481322,0.878686,1.312468
2.739291,0.899889,2.289795,-0.100012,0.533308,-0.561791,0.641289,1.285181,0.673236,0.594313,1.158904,-0.569329,-0.068218,-1.382756,-0.005834,-0.108971,-0.509298,0.031077,1.279976,-1.015172,-1.511237,-0.038272,0.235944,-0.098968,-0.261272,0.562138,-1.241051,-4.589324,1.444232,-0.564436,0.097079,-0.094166,-5.601843,0.517510,-0.423560,-0.486230,0.704033,0.869602,-0.876634,3.218846,-0.009880,-1.500794,0.137782,1.173167,2.639471,1.062866,-3.216599,0.633326,1.327204,0.024280
2.123002,1.526834,-1.162783,-0.850385,-1.687056,-0.726312,0.595435,-0.698793,-1.571858,0.641371,0.602020,0.940133,-0.516772,1.658131,0.121317,-0.545218,0.394211,-1.462679,-2.669773,1.163119,-0.128591,7.295984,0.286776,-0.238673,0.446196,3.963737,-0.812330,1.167820,1.451300,-1.899435,-0.279200,0.877122,-4.201361,2.582804,0.378836,-3.973526,2.331768,-0.957245,0.435515,12.340369,1.070781,2.880405,-0.339048,-0.424536,2.280145,0.965255,2.208149,-0.046207,0.808219,3.202304
1.143041,1.404552,2.203597,-0.000527,1.448266,0.345687,-0.359906,0.138674,1.766766,0.733558,1.713545,0.841283,-0.800435,-1.875313,-0.049470,-1.602916,-0.277720,0.560492,4.256203,-0.575805,-3.894145,1.607984,-0.315769,-0.141565,2.236918,6.909335,2.919897,-1.405438,-0.026964,3.490577,-0.563160,0.544824,4.840497,2.688890,-0.156234,-0.703967,1.651434,1.213538,1.294385,4.479285,-0.824352,0.753904,-2.995684,0.454468,-0.911778,0.382337,-2.447102,-0.235552,-0.654427,2.216610
0.180569,0.488778,-1.286560,-0.303846,-4.996779,-3.682683,-1.448488,2.850997,1.521542,0.791814,0.165716,0.231389,1.006744,0.390356,-1.407205,0.294697,-2.174622,-0.303734,1.976088,2.129815,0.811245,-6.876995,-2.250159,1.330220,-2.086801,-1.883646,-5.676108,-5.953961,-0.280140,0.288244,-2.531898,0.103087,-10.950039,5.964519,-0.246288,1.580728,2.149372,-0.844268,-0.052385,-6.327465,-1.321085,1.056062,0.783085,-1.149907,-2.131884,5.211028,-0.234477,-0.190755,0.809324,-1.321748
-0.804000,-0.070071,-0.387440,-0.853880,-0.128773,1.765657,-0.572807,1.647409,-0.749401,1.151925,-0.014427,-1.939123,0.875097,0.458352,-1.920304,0.126904,0.969517,0.220050,-0.782400,-0.237533,3.888346,-4.353930,-1.846553,2.180301,0.565226,-0.382578,2.681624,4.665562,2.230286,-2.114006,1.034648,-2.029434,-0.948474,-1.385933,0.548196,4.073195,-3.427437,0.025211,1.953212,-11.112811,0.631104,-0.364570,1.805827,-0.601811,3.123257,-0.639324,0.490026,-0.593973,0.046014,2.177607
1.656668,1.852808,0.446242,0.952378,2.784461,3.107775,-1.045911,2.189581,-0.356562,-1.161851,1.455647,-2.777108,0.693395,-0.647408,-0.579882,-0.362132,0.768028,-0.366796,-0.894318,-3.000259,1.373610,-0.485967,-0.970454,0.896138,-3.023807,-3.408386,0.459356,6.981608,0.750906,-1.067319,1.172756,1.261980,0.467553,-5.875642,-0.250134,3.050363,-3.196048,0.551930,-0.839653,-5.835262,0.471840,0.045584,0.953431,0.042180,5.268741,-1.589363,0.937452,0.223324,0.112845,-2.042072
1.794712,0.956105,-2.559884,-0.552349,3.041097,-0.490491,-1.134637,0.051409,1.999379,-0.652189,0.377320,-1.861789,0.654233,0.608150,0.996099,-0.204438,-0.133636,1.944974,0.794319,0.977527,2.773690,-6.460899,-0.446051,1.356192,0.946700,-1.202155,3.335128,2.052922,-0.882058,1.075292,2.035815,-0.814611,6.288585,-2.640403,0.151201,2.684871,-3.204843,-0.896017,0.177015,-12.153970,0.537171,-5.132355,0.372576,1.181658,5.181751,-4.409110,-0.963267,0.389100,0.297044,0.378368
-2.104065,-0.210635,2.474724,-0.984111,1.794863,-0.877662,2.669467,-1.368412,0.786155,-0.090481,-0.391889,0.990825,-1.141289,-1.675933,-0.281198,1.128073,0.318734,-0.054423,0.404918,2.043905,-0.924957,8.245104,-2.806281,-0.591329,0.143052,-1.033430,0.955330,-4.627354,-2.237932,1.227049,0.723286,1.177834,5.564257,-2.695506,2.668132,-6.131598,2.435459,1.114624,0.449156,15.565519,-1.060051,0.018554,-0.432265,-0.901773,-5.635008,-1.599760,0.956383,0.801610,-0.508284,-0.184678
1.688725,1.289848,0.866977,-0.256586,0.075132,0.342048,-3.498299,3.348537,-1.365124,0.391871,0.221296,-1.195885,1.639138,-0.396442,-0.538550,-0.101805,0.321230,-0.082416,-0.647566,-0.221417,2.182185,-7.283054,0.562017,0.633528,1.326682,1.346843,-0.342007,0.690146,1.221663,0.763227,-0.192056,0.749202,0.030014,1.399106,-1.484846,5.005312,-3.461833,0.243186,0.013198,-12.679465,0.615744,-0.595742,0.568139,0.536267,5.823200,-0.585830,1.204624,0.079890,0.313648,0.688040
1.599880,1.128729,1.686333,-1.491903,3.638776,-1.332483,0.318001,0.583694,0.572980,-0.793202,-0.774987,0.108551,-0.252114,-1.265820,-1.676444,1.001332,-0.995065,-0.624765,-0.018253,3.307831,-1.304984,7.940246,1.143057,0.138599,-0.480602,-1.323019,3.763555,-5.479831,-0.288575,0.050045,2.683921,0.320531,12.387397,-8.429226,-1.265000,-6.278128,0.498905,0.365575,-0.071018,18.262027,2.449431,0.627452,-0.026248,0.839559,2.537318,-6.568300,1.320087,0.729596,-0.437194,-0.080783
-0.450328,-0.605100,4.031675,-0.442950,-0.465738,3.161210,-1.199280,0.009662,-0.625664,-1.859213,-0.553436,-1.829035,0.642156,0.626051,-0.675700,1.014180,0.788660,-1.005219,-1.427135,2.391026,1.872884,-1.384435,-0.264548,0.473634,1.773294,2.836376,-1.881397,8.763026,-2.069560,-1.694764,-0.263366,0.061507,-7.906845,8.934593,-0.494646,3.990827,-3.016700,2.358052,-0.746726,-8.553798,-0.149232,3.069025,-0.735459,-0.631161,2.317892,4.791438,-0.338070,-0.126141,0.155409,0.415681
-0.498882,-0.503938,-3.506913,-0.869068,-2.638765,1.045032,-1.596830,1.384473,-0.424677,-0.183392,-1.291901,0.783602,0.482692,-0.606562,0.491178,-0.451222,0.804260,-0.184288,-0.877282,2.108698,-0.252852,-1.789991,0.496293,-0.123480,0.740915,-1.187784,-0.397751,-0.121629,3.150316,0.066171,-1.675875,-1.470863,-2.987220,2.645918,-1.224722,1.376333,1.568001,-1.129119,2.087475,-2.435644,-0.819684,1.428621,-0.157179,-0.445068,-0.989175,1.243215,1.967275,0.963309,-0.029148,-0.165893
2.745318,2.465293,-1.596141,-1.073133,-4.701797,2.090925,0.711671,-1.461207,0.593564,-0.879975,0.639684,2.682874,-0.124535,1.254094,1.217300,0.575762,1.138814,-1.417686,1.559054,0.473299,-1.675107,6.554430,-0.883254,-0.396881,0.530016,-0.319331,-0.810995,4.361639,-2.306227,1.369603,-2.617752,0.443725,-9.367291,7.906231,0.092556,-2.431757,3.804897,-0.893022,0.817680,6.774877,-1.264830,1.422946,0.198701,-0.905550,-1.197780,4.534944,0.168725,0.068307,1.204818,0.202680
-0.801253,-0.315688,0.402152,-2.605632,-2.835321,-2.399549,0.428954,-2.110826,0.510767,-0.371819,1.160827,1.384379,-0.745598,0.585493,-2.323812,-1.331155,-0.297956,1.432420,1.003827,5.788485,-2.250207,-8.770588,2.343200,0.029496,0.855822,0.401867,-4.279759,-2.775210,-0.268827,0.803019,-3.035545,1.676240,-2.115022,2.964342,-0.191808,2.975400,1.382095,-0.750605,-1.683462,-13.091995,-1.566838,-1.878999,0.030358,0.346778,-1.904478,2.624429,-3.508267,-0.434962,-0.585677,0.099728
-0.301010,-0.457728,0.926837,-0.778569,-0.676583,-0.419470,-2.588964,3.056939,1.227549,-0.878427,0.067936,0.418160,1.427794,0.362160,-0.567135,-0.610662,0.585119,0.630514,2.263233,1.922124,-1.942891,-0.618994,-1.807135,-1.350894,0.405603,5.594170,-0.876355,0.168870,1.656937,0.819005,-0.826718,-1.297997,0.607842,1.116433,-2.486507,0.790245,0.471275,0.843840,-0.463227,-1.205320,-0.416717,-2.143734,-2.378922,0.559170,-1.048085,1.005617,-2.110468,-1.770920,0.184010,1.757975
1.070199,-0.043845,1.193161,-0.331706,-0.977891,-0.742416,0.980618,-0.919961,-0.438661,-0.133535,-0.176065,1.358459,-1.143866,0.348226,-0.739658,-0.400530,-0.316335,1.122176,0.690588,-0.357035,-1.762679,5.428778,0.367214,-1.780593,1.154588,0.212993,-1.871566,0.417880,0.639412,0.087204,-0.888288,0.759060,-6.334535,2.968561,1.098462,-4.358933,4.059611,0.746823,-0.003794,8.865889,0.190900,-2.126505,0.409769,0.089407,-0.515717,2.045536,-0.103951,-0.787622,0.272519,-0.159087
-1.937756,-1.024795,0.369722,0.003277,-1.418040,-4.511847,-2.346864,1.307956,0.502461,0.721323,0.360997,1.141110,0.864332,0.774712,-0.113675,-0.099333,-2.760120,0.702917,-2.061151,0.877166,-3.959671,2.910837,-1.209782,1.197043,0.751630,0.894520,0.016429,-8.419268,2.048845,0.016173,-0.753574,0.282186,2.601314,1.333424,0.057939,-4.427435,2.056745,-0.033842,-0.103192,10.458602,-0.443179,-2.474661,0.007229,-0.242085,-2.826687,0.316505,-1.056341,0.318951,-1.713356,0.793398
1.689144,0.408588,4.086087,0.263453,-1.057156,0.507081,1.281912,-0.149677,-1.822454,-0.943057,1.076582,1.517653,-0.586557,-1.863139,-0.639789,-0.173582,0.047016,1.493641,-2.292300,-1.750425,-1.620183,3.549838,1.078535,-0.602669,1.068024,1.502938,-0.019055,-1.293860,2.243097,1.132767,-1.217753,0.766425,-4.090578,3.523349,-0.882351,-1.842410,3.225046,1.275407,0.836795,7.616060,-0.180118,-1.736204,0.576306,0.416629,-1.694729,2.825320,-0.895160,0.290911,-0.906219,2.471249
-1.599260,-1.449527,-1.199934,0.083450,-0.869102,-2.808956,0.721220,-0.479118,0.977410,0.623122,-0.946413,-0.036412,-0.437316,-0.225100,-0.797265,-0.300621,-0.861294,0.429985,3.198133,-0.676930,-0.071913,-2.783186,-1.359587,-0.728348,0.329835,0.439949,-3.465205,-7.545074,-2.776417,1.075522,-0.323574,1.347909,-3.488773,1.856656,0.351850,-0.870627,0.731150,-0.520702,-1.002907,1.388566,-0.075158,-0.422678,0.170939,0.977091,-3.522588,0.601385,-2.175736,0.182608,0.602219,0.905301
